Player name,Position,Win,Loss,Earned run Average,Games played,Games Started,Complete Game,Shutout,Save,Save Opportunity,Innings pitched,hit,run,earned run,home run, Hit Batsmen,base on balls,Strikeouts,WHIP,AVG
N Hahn,P,130,94,2.55,243,231,212,25,0,--,2029.1,1916,821,574,27,52,381,917,1.13,0.249
H Camnitz,P,133,106,2.75,326,237,137,20,15,--,2085.1,1852,857,637,41,65,656,915,1.2,0.242
J Johnson,P,58,45,3.4,170,160,4,0,0,1,998,927,410,377,74,25,338,915,1.27,0.248
J Niese,P,69,68,4.07,211,197,3,2,0,0,1189.1,1279,603,538,131,41,367,914,1.38,0.275
S Rowe,P,158,101,3.87,382,278,137,22,12,--,2219.1,2332,1075,955,132,27,558,913,1.3,0.269
M Cooper,P,128,75,2.96,295,239,128,33,14,--,1840.2,1666,702,606,85,28,571,913,1.22,0.24
G Wiedman,P,101,156,3.6,279,269,249,13,2,--,2318.1,2594,1536,928,61,12,459,910,1.32,2.038
J Sain,P,139,116,3.49,412,245,140,16,51,--,2125.2,2145,947,824,180,30,619,910,1.3,0.261
M P?rez,P,75,77,4.43,253,223,4,3,0,1,1299,1409,715,640,142,41,470,909,1.45,0.278
D Jones,P,69,79,3.3,846,4,0,0,303,309,1128.1,1155,465,414,86,39,247,909,1.24,0.264
B McCarthy,P,69,75,4.2,255,197,9,4,0,2,1223.2,1268,617,571,145,28,323,908,1.3,0.268
H Schumacher,P,158,121,3.36,391,329,138,26,7,--,2482.1,2424,1081,927,140,24,902,906,1.34,0.255
K Correia,P,76,98,4.62,358,221,2,1,0,4,1428.2,1569,789,734,179,39,474,906,1.43,0.28
S Gromek,P,123,108,3.41,447,225,92,17,23,--,2064.2,1940,893,782,186,68,630,904,1.24,0.247
S McGregor,P,138,108,3.99,356,309,83,23,5,5,2140.2,2245,1031,949,235,26,518,904,1.29,0.271
H Brecheen,P,133,92,2.92,318,240,125,25,18,--,1907.2,1731,701,618,117,37,536,901,1.19,0.242
A Cashner,P,57,87,4.1,300,188,3,3,1,6,1196,1180,616,545,130,39,442,901,1.36,0.259
B Caruthers,P,218,99,2.83,340,310,298,24,3,--,2828.2,2678,1393,891,59,99,597,900,1.16,0.24
R Vogelsong,P,61,75,4.48,289,179,2,1,0,2,1190,1204,641,592,129,64,471,900,1.41,0.263
J Meekin,P,153,133,4.07,324,308,270,9,2,--,2603.1,2831,1704,1177,67,89,1058,900,1.49,0.273
C Stobbs,P,107,130,4.29,459,238,65,7,19,--,1920.1,2003,1030,916,184,35,735,897,1.43,0.269
S Blass,P,103,76,3.63,282,231,57,16,2,2,1597.1,1558,739,644,128,38,597,896,1.35,0.258
B Shaw,P,108,98,3.52,430,223,55,14,32,--,1778,1837,791,696,150,56,511,880,1.32,0.267
D Donovan,P,122,99,3.67,345,273,101,25,5,--,2017.1,1988,909,822,198,45,495,880,1.23,0.258
L Giolito,P,53,47,4.33,148,146,5,3,0,0,834.1,722,424,401,125,32,313,879,1.24,0.231
D Spillner,P,75,89,4.21,556,123,19,3,50,50,1492.2,1585,786,699,134,13,606,878,1.47,0.275
J Reardon,P,73,77,3.16,880,0,0,0,367,367,1132.1,1000,426,397,109,27,358,877,1.2,0.236
B Morrow,P,51,43,3.96,334,113,4,4,40,50,859,761,406,378,88,27,368,877,1.31,0.237
E Brandt,P,121,146,3.86,378,279,150,18,17,--,2268.1,2342,1084,974,134,35,778,877,1.38,0.269
R Face,P,104,95,3.48,848,27,6,0,193,194,1375,1347,591,531,141,14,362,877,1.24,0.26
D Hermanson,P,73,78,4.21,357,180,4,2,56,73,1283,1285,675,600,160,32,460,874,1.36,0.263
S Lyle,P,99,76,2.88,899,0,0,0,238,274,1390.1,1292,519,445,84,14,481,873,1.28,0.251
W Wyatt,P,106,95,3.79,360,210,97,17,13,--,1761,1684,860,741,98,33,642,872,1.32,0.251
M Timlin,P,75,73,3.63,1059,4,0,0,141,187,1204.1,1168,533,486,118,47,377,872,1.28,0.256
N Syndergaard,P,57,41,3.42,146,144,4,2,0,0,852.2,806,355,324,78,23,197,872,1.18,0.248
F Fitzsimmons,P,217,146,3.51,513,425,186,30,13,--,3223.2,3335,1506,1257,186,33,846,870,1.3,0.268
J Francis,P,72,82,4.97,254,217,3,2,1,1,1291,1477,746,713,161,50,384,869,1.44,0.289
P Hawley,P,167,179,3.96,393,344,297,11,3,--,3012.2,3334,1927,1326,62,210,974,868,1.43,0.277
T Jones,P,58,63,3.97,982,1,0,0,319,370,1072,1072,518,473,93,38,443,868,1.41,0.263
M Harvey,P,50,66,4.42,180,172,1,1,0,0,966.1,969,498,475,124,33,274,867,1.29,0.26
P Falcone,P,70,90,4.07,325,217,25,7,7,7,1435.1,1385,717,649,152,16,671,865,1.43,0.257
R Lopez,P,81,89,4.82,257,215,5,2,0,1,1350.2,1506,789,724,202,37,416,865,1.42,0.282
B Campbell,P,83,68,3.54,700,9,2,1,126,128,1229.1,1139,550,484,82,20,495,864,1.33,0.248
R Herbert,P,104,107,4.01,407,236,68,13,15,--,1881.1,2000,927,839,167,24,571,864,1.37,0.276
S Maglie,P,119,62,3.15,303,232,93,25,14,--,1723,1591,684,603,169,44,562,862,1.25,0.245
C Villanueva,P,51,55,4.31,476,76,0,0,11,24,998.2,967,491,478,139,34,323,862,1.29,0.253
C Mays,P,208,126,2.92,490,324,231,29,31,--,3021.1,2912,1210,979,73,89,734,862,1.21,0.256
R Ehret,P,139,167,4.02,362,309,260,14,4,--,2754.1,3172,1881,1229,63,139,841,848,1.46,0.282
S Leever,P,194,100,2.47,388,299,241,39,13,--,2660.2,2449,1023,731,29,88,587,847,1.14,0.245
C Tillman,P,74,60,4.57,210,205,2,1,0,0,1145,1142,614,582,164,33,436,847,1.38,0.26
W Chen,P,59,51,4.18,219,170,0,0,0,0,1064.2,1090,526,495,156,25,270,846,1.28,0.264
H Daily,P,73,87,2.92,165,163,157,10,1,--,1415,1394,866,459,30,3,369,846,1.25,2.395
J Baldwin,P,79,74,5.01,266,202,7,2,2,3,1322.2,1443,794,737,203,52,486,844,1.46,0.278
A Nehf,P,184,120,3.2,451,320,182,28,13,--,2707.2,2715,1164,964,107,40,640,844,1.24,0.265
B Ruffin,P,60,82,4.19,469,152,17,3,63,63,1268,1345,676,590,92,10,565,843,1.51,0.275
L Jansen,P,122,89,3.58,291,237,107,17,10,--,1765.2,1751,804,703,191,20,410,842,1.22,0.258
J Tavarez,P,88,82,4.46,828,108,2,0,23,36,1404.1,1540,808,696,113,96,563,842,1.5,0.283
S Johnson,P,101,165,4.09,492,272,108,13,15,--,2281.1,2510,1226,1036,120,36,687,840,1.4,0.279
E Blackwell,P,82,78,3.3,236,169,69,15,11,--,1321,1150,562,484,67,44,562,839,1.3,0.235
A Pena,P,56,52,3.1,503,72,12,7,74,74,1057.2,959,426,364,75,13,331,839,1.22,0.241
B Sherdel,P,165,146,3.72,514,273,159,11,26,--,2709.1,3018,1326,1120,149,54,661,839,1.36,0.285
S Baker,P,66,53,4.26,193,172,4,2,0,0,1064.2,1089,518,504,145,27,245,839,1.25,0.264
C Lidle,P,82,72,4.57,277,199,11,5,2,2,1322.2,1400,738,671,159,54,356,838,1.33,0.272
M Pelfrey,P,68,103,4.68,275,256,4,0,1,1,1476.1,1687,827,767,139,81,542,838,1.51,0.291
H Score,P,55,46,3.36,150,127,47,11,3,--,858.1,609,364,320,79,7,573,837,1.38,0.2
J Gott,P,56,74,3.87,554,96,10,3,91,91,1120,1081,546,481,85,23,466,837,1.38,0.254
S Sallee,P,174,143,2.56,476,305,189,25,36,--,2821.2,2729,1092,804,68,43,573,836,1.17,0.258
S Marcum,P,61,48,3.93,195,167,1,0,1,2,1030,957,474,450,140,32,314,836,1.23,0.245
J Pfeffer,P,158,112,2.77,347,279,194,28,10,--,2407.1,2320,917,741,67,105,592,836,1.21,0.258
D Rasmussen,P,91,77,4.15,256,235,21,5,0,0,1460.2,1424,747,673,175,26,522,835,1.33,0.257
K Maeda,P,59,41,3.87,169,135,0,0,6,6,762,646,348,328,102,29,220,834,1.14,0.226
A Worthington,P,75,82,3.39,602,69,11,3,110,111,1246.2,1130,546,469,105,27,527,834,1.33,0.243
M Mulder,P,103,60,4.18,205,203,25,10,0,1,1314,1352,657,611,141,50,412,834,1.34,0.269
D Mlicki,P,66,80,4.72,262,193,6,2,1,1,1232.2,1337,709,646,171,58,472,834,1.47,0.276
S Bieber,P,54,26,3.15,114,112,4,2,0,0,709,624,267,248,80,15,153,834,1.1,0.233
R Hernandez,P,71,99,4.6,270,219,8,3,1,5,1358.1,1412,766,695,147,82,505,833,1.41,0.27
J Ring,P,118,149,4.13,389,294,154,9,11,--,2357.1,2551,1329,1082,104,30,953,833,1.49,0.281
T Pittinger,P,115,113,3.1,262,227,187,23,3,--,2040.2,2017,985,702,39,96,734,832,1.35,0.26
J Soria,P,36,45,3.11,773,1,0,0,229,285,763,633,279,264,67,27,231,831,1.13,0.223
J Paxton,P,57,33,3.59,137,137,2,1,0,0,754.2,684,333,301,81,9,231,831,1.21,0.239
G Morton,P,98,86,3.13,317,185,82,19,6,--,1629.2,1520,747,567,27,22,583,830,1.29,0.25
J Isringhausen,P,51,55,3.64,724,52,3,1,300,364,1007.2,901,450,408,85,34,437,830,1.33,0.238
S Lockwood,P,57,97,3.55,420,106,16,5,68,68,1236,1130,539,488,97,33,490,829,1.31,0.246
J Nelson,P,48,45,3.41,798,0,0,0,33,51,784.2,633,329,297,55,64,428,829,1.35,0.224
B Latman,P,59,68,3.91,344,134,28,10,16,--,1219,1130,605,529,142,48,489,829,1.33,0.246
R Branca,P,88,68,3.79,322,188,71,12,19,--,1484,1372,702,625,149,31,663,829,1.37,0.245
P Foytack,P,86,87,4.14,312,193,63,7,7,--,1498,1381,757,689,176,15,662,827,1.36,0.246
B Moose,P,76,71,3.5,289,160,35,13,19,20,1304,1308,566,507,75,30,387,827,1.3,0.262
P Rapp,P,70,91,4.68,259,239,9,5,0,0,1387.1,1468,790,721,133,49,683,825,1.55,0.277
J Curtis,P,89,97,3.96,438,199,42,14,11,12,1641,1695,810,722,140,13,669,825,1.44,0.27
C Richard,P,69,84,4.51,275,210,5,3,1,1,1284.2,1398,711,644,149,40,438,824,1.43,0.28
P Perez,P,67,68,3.44,207,193,21,4,0,0,1244.1,1167,541,475,107,25,344,822,1.21,0.249
E Healy,P,78,136,3.84,227,222,208,9,0,--,1875,1920,1270,799,63,70,599,822,1.34,0.328
F Marberry,P,148,88,3.64,551,186,86,7,101,--,2067.1,2049,972,837,96,38,686,822,1.32,0.262
M Lanier,P,108,82,3.01,327,204,91,21,17,--,1619.1,1490,631,542,65,18,611,821,1.3,0.247
D LaRoche,P,65,58,3.53,647,15,1,0,126,135,1049.1,919,448,411,94,29,459,819,1.31,0.239
O Pena,P,56,77,3.71,427,93,21,4,40,43,1202,1175,549,495,151,28,352,818,1.27,0.255
D LaPoint,P,80,86,4.02,294,227,11,4,1,1,1486.2,1598,748,664,117,17,559,802,1.45,0.277
L Gura,P,126,97,3.76,403,261,71,16,14,16,2047,2020,958,855,204,46,599,802,1.28,0.26
T Wood,P,47,59,4.26,298,147,0,0,4,6,994,938,514,471,120,35,370,801,1.32,0.249
L McCullers,P,49,32,3.48,130,127,1,0,0,0,718.2,603,299,278,57,38,296,800,1.25,0.226
J Thomson,P,63,85,4.68,216,212,9,3,0,0,1270.1,1398,734,661,154,28,369,800,1.39,0.281
A Crowder,P,167,115,4.13,402,292,150,16,22,--,2344.1,2453,1207,1075,136,16,800,799,1.39,0.27
B Lidge,P,26,32,3.54,603,1,0,0,225,270,603.1,492,257,237,57,34,287,799,1.29,0.221
O Boyd,P,78,77,4.04,214,207,43,10,0,0,1389.2,1427,680,624,166,15,368,799,1.29,0.266
E Guardado,P,46,61,4.31,908,25,0,0,187,225,944.2,894,476,452,138,16,348,798,1.31,0.251
S Manaea,P,58,50,4.06,159,156,3,3,0,0,885,850,430,399,123,37,230,797,1.22,0.25
T Hall,P,52,33,3.27,358,63,7,3,32,40,852.2,656,360,310,88,8,382,797,1.22,0.211
B Kennedy,P,187,159,3.96,405,353,293,13,9,--,3021,3276,1859,1329,93,68,1201,797,1.48,0.273
D MacFayden,P,132,159,3.96,465,333,158,18,9,--,2706,2981,1395,1191,112,64,872,797,1.42,0.281
J S?nchez,P,39,58,4.7,194,137,1,1,0,0,786.1,714,438,411,91,44,437,796,1.46,0.242
F Cordero,P,47,53,3.38,800,0,0,0,329,405,824.2,751,342,310,64,27,375,796,1.37,0.244
H Wehmeier,P,92,108,4.8,361,240,79,9,9,--,1803,1806,1044,961,210,31,852,794,1.47,0.26
R Nen,P,45,42,2.98,643,4,0,0,314,343,715,607,266,237,51,7,260,793,1.21,0.227
B Purkey,P,129,115,3.79,386,276,92,13,9,--,2114.2,2170,998,891,195,71,510,793,1.27,0.266
J Saunders,P,89,86,4.37,235,229,9,3,0,0,1387.1,1533,746,674,179,30,439,792,1.42,0.283
T Forster,P,54,65,3.23,613,39,5,0,127,136,1105.2,1034,454,397,51,24,457,791,1.35,0.251
E Hamilton,P,115,147,3.16,410,262,140,16,13,--,2342.2,2220,1075,822,43,70,773,790,1.28,0.253
D Foutz,1B,147,66,2.84,251,216,202,16,4,--,1997.1,1843,1068,631,38,58,510,790,1.18,0.235
B Shirley,P,67,94,3.82,434,162,16,2,18,18,1432,1432,689,608,127,20,542,790,1.38,0.264
S Romo,P,42,36,3.21,821,5,0,0,137,172,722.2,579,275,258,85,27,179,789,1.05,0.216
W Twitchell,P,48,65,3.98,282,133,15,6,2,3,1063,982,541,470,92,40,537,789,1.43,0.25
W Hernandez,P,70,63,3.38,744,11,0,0,147,147,1044.2,952,431,392,97,25,349,788,1.25,0.245
V Velasquez,P,34,47,4.94,184,137,1,1,0,0,731,711,422,401,124,32,294,788,1.37,0.255
R Donahue,P,164,175,3.61,367,340,312,25,3,--,2966.1,3377,1638,1191,61,113,689,787,1.37,0.286
D Rudolph,P,121,108,2.66,279,240,172,27,8,--,2049,1971,778,605,35,27,402,786,1.16,0.258
B Wickman,P,63,61,3.57,835,28,1,1,267,303,1059,1051,469,420,80,38,432,785,1.4,0.26
N Pivetta,P,40,50,5.02,158,136,2,0,2,2,741,740,429,413,124,24,291,784,1.39,0.26
M Bielecki,P,70,73,4.18,347,178,7,4,5,5,1231,1236,633,572,116,19,496,783,1.41,0.262
M LaCoss,P,98,103,4.02,415,243,26,9,12,12,1739.2,1786,885,777,99,29,725,783,1.44,0.271
L Christenson,P,83,71,3.79,243,220,27,6,4,4,1402.2,1401,648,591,100,21,395,781,1.28,0.262
T Percival,P,35,43,3.17,703,1,0,0,358,399,708.2,479,271,250,85,27,306,781,1.11,0.188
K Tekulve,P,94,90,2.85,1050,0,0,0,184,184,1436.2,1305,526,455,63,17,491,779,1.25,0.244
T Sparks,P,121,137,2.79,313,269,202,19,8,--,2335.2,2231,1057,725,33,87,629,778,1.22,0.253
M Guthrie,P,51,54,4.05,765,43,3,1,14,22,978.2,989,489,440,101,22,381,778,1.4,0.266
R Madson,P,61,48,3.48,740,18,0,0,91,134,869.2,830,358,336,82,44,250,775,1.24,0.253
R Springer,P,36,45,4.52,740,27,1,0,9,21,856.1,824,458,430,121,35,349,775,1.37,0.251
N Robertson,P,57,77,5.01,223,187,4,0,1,1,1152.1,1279,696,642,160,34,420,775,1.47,0.282
F Ostermueller,P,114,115,3.99,390,246,113,11,15,--,2066.2,2170,1062,917,105,21,835,774,1.45,0.268
R Person,P,51,42,4.64,206,135,4,2,9,9,897.1,813,496,463,129,35,438,773,1.39,0.242
M Boyd,P,39,62,4.9,159,145,2,1,0,0,797.2,798,458,434,142,40,256,772,1.32,0.258
B Anderson,P,67,74,4.07,222,210,3,1,3,3,1140.1,1217,572,516,115,32,304,772,1.33,0.274
J Nash,P,68,64,3.58,201,167,36,11,4,4,1107.1,1050,490,441,108,17,401,771,1.31,0.25
G Lavelle,P,80,77,2.93,745,3,0,0,136,136,1085,1004,413,353,51,13,440,769,1.33,0.249
D Bush,P,56,69,4.73,211,187,6,3,0,0,1144.1,1199,657,601,170,80,296,768,1.31,0.27
D Taylor,P,116,106,2.75,274,237,160,21,3,--,1916.1,1877,870,585,39,72,551,767,1.27,0.256
B Swift,P,94,78,3.95,403,220,11,4,27,27,1599.2,1688,801,702,116,53,507,767,1.37,0.274
Y Petit,P,50,44,3.93,515,59,2,1,8,20,904,833,414,395,137,5,205,767,1.15,0.242
J Shaw,P,84,98,3.08,287,194,96,17,17,--,1600.1,1446,679,548,28,24,688,767,1.33,0.247
T Byrne,P,85,69,4.11,281,170,65,12,12,--,1362,1138,688,622,98,85,1037,766,1.6,0.229
J May,P,72,95,3.88,410,160,70,7,19,--,1562.1,1645,808,673,35,88,617,765,1.45,0.278
T Abernathy,P,63,69,3.46,681,34,7,2,148,165,1147.2,1010,513,441,70,45,592,765,1.4,0.241
J Haynes,P,63,89,5.37,227,203,2,1,1,1,1200.2,1358,778,717,148,30,601,762,1.63,0.29
A Heaney,P,36,42,4.56,137,126,1,1,0,1,707,682,379,358,128,41,198,760,1.24,0.25
R Cormier,P,71,64,4.03,683,108,7,1,2,31,1221.2,1248,604,547,121,51,317,760,1.28,0.266
W Blair,P,60,86,5.04,418,139,3,0,4,6,1274,1438,778,713,170,36,415,759,1.45,0.286
C Dobson,P,74,69,3.78,202,190,49,11,0,0,1258.1,1174,581,528,125,18,476,758,1.31,0.247
T Worrell,P,48,59,3.97,678,49,0,0,71,103,973.2,963,488,429,107,27,366,758,1.36,0.256
L Andersen,P,40,39,3.15,699,1,0,0,49,49,995.1,932,402,348,58,17,311,758,1.25,0.249
J Broxton,P,43,38,3.41,694,0,0,0,118,174,676,580,285,256,51,20,268,758,1.25,0.232
M McDermott,P,69,69,3.91,291,156,54,11,14,--,1316.2,1161,655,572,86,28,838,757,1.52,0.24
C Patten,P,106,128,3.36,270,238,206,17,5,--,2062.1,2154,1079,770,40,74,557,757,1.31,0.27
M Prior,P,42,29,3.51,106,106,5,1,0,0,657,582,277,256,77,31,223,757,1.23,0.235
D Bosman,P,82,85,3.67,306,229,29,10,2,2,1591,1594,736,648,149,34,412,757,1.26,0.261
D Stigman,P,46,54,4.03,235,119,30,5,16,--,922.2,819,442,413,133,8,406,755,1.33,0.237
P Jarvis,P,85,73,3.58,249,169,42,8,3,6,1284,1180,559,511,106,12,380,755,1.21,0.243
M Foltynewicz,P,46,54,4.52,166,142,2,1,0,0,825,811,443,414,136,37,275,752,1.32,0.255
A DeSclafani,P,50,48,4.12,161,151,3,3,0,0,843,839,421,386,120,23,231,751,1.27,0.26
R Grimsley,P,124,99,3.81,345,295,79,15,3,3,2039.1,2105,947,863,202,15,559,750,1.31,0.27
S Matz,P,50,51,4.3,156,146,1,1,0,0,778.1,793,399,372,122,34,233,750,1.32,0.261
E Kinder,P,102,71,3.43,484,122,56,10,102,--,1479.2,1421,627,564,116,9,539,749,1.32,0.252
J Jennings,P,62,74,4.95,225,180,6,3,1,2,1128.1,1253,661,621,137,34,505,749,1.56,0.285
D Hudson,P,59,43,3.81,479,61,3,0,32,52,789.1,719,376,334,86,35,255,749,1.23,0.241
W Miller,P,62,46,4.1,151,147,5,1,0,0,894.1,838,443,407,108,27,377,749,1.36,0.249
D Schatzeder,P,69,68,3.74,504,121,18,4,10,10,1317,1257,617,548,128,23,476,748,1.32,0.253
D Palmer,P,64,59,3.78,212,176,10,4,2,2,1085,1036,515,456,78,21,434,748,1.35,0.252
N Potter,P,92,97,3.99,349,177,89,6,22,--,1686,1721,843,748,123,21,582,747,1.37,0.265
M Redman,P,68,85,4.85,219,203,12,2,0,0,1238.2,1364,712,668,141,35,407,747,1.43,0.281
J Schmitz,P,93,114,3.55,366,235,86,16,19,--,1812.2,1766,841,714,97,35,757,746,1.39,0.258
H Staley,P,136,119,3.8,283,257,231,10,2,--,2269,2468,1472,959,92,48,601,746,1.35,0.269
D Radatz,P,52,43,3.13,381,0,0,0,122,124,693.2,532,260,241,65,30,296,745,1.19,0.212
K Gleason,2B,138,131,3.79,299,266,240,10,6,--,2389.1,2552,1511,1007,75,78,906,744,1.45,0.265
C Marmol,P,23,35,3.57,519,13,0,0,117,146,577,385,242,229,49,51,395,744,1.35,0.188
P Regan,P,96,81,3.84,551,105,20,1,92,109,1372.2,1392,649,585,150,26,447,743,1.34,0.265
D Casey,P,96,90,3.18,201,198,182,14,0,--,1680.1,1664,943,593,42,41,543,743,1.31,0.351
S Cishek,P,33,43,2.98,737,0,0,0,133,174,710.2,565,264,235,54,59,288,743,1.2,0.217
C Stammen,P,55,44,3.66,562,43,1,0,6,27,885,858,396,360,95,25,236,743,1.24,0.254
J Gibbon,P,61,65,3.52,419,127,20,4,32,39,1119.2,1053,505,438,74,33,414,743,1.31,0.251
J Harshman,P,69,65,3.5,217,155,61,12,7,--,1169.1,1025,508,455,96,22,539,741,1.34,0.235
D Hall,P,93,75,3.32,495,74,20,3,68,77,1259.2,1152,512,464,130,18,236,741,1.1,0.244
J Barr,P,101,112,3.56,454,252,64,20,12,13,2065.1,2170,908,816,161,30,469,741,1.28,0.273
D Cook,P,64,46,3.91,665,71,6,3,9,22,1011.2,950,486,440,130,31,390,739,1.32,0.25
A Jackson,P,67,99,3.98,302,184,54,14,10,10,1389.1,1449,725,614,115,39,407,738,1.34,0.268
T Thomas,P,117,128,4.11,398,267,128,15,12,--,2176.1,2341,1185,995,144,24,712,736,1.4,0.275
J Tomlin,P,69,56,4.77,286,150,5,1,2,4,1067,1160,602,566,197,25,153,736,1.23,0.274
R Jones,P,100,123,3.42,305,285,73,19,2,2,1933,1915,875,735,129,18,503,735,1.25,0.26
S Hudson,P,104,152,4.28,380,279,123,11,13,--,2181,2384,1212,1036,136,48,835,734,1.48,0.278
B Burns,P,70,60,3.66,193,161,39,11,3,3,1094.1,1045,499,445,93,24,362,734,1.29,0.251
J Montgomery,P,46,52,3.27,700,1,0,0,304,311,868.2,785,347,316,81,26,296,733,1.24,0.241
B Bruce,P,49,71,3.85,219,167,26,6,1,--,1122.1,1146,551,480,95,48,340,733,1.32,0.263
T Brewer,P,91,82,4,241,217,75,13,3,--,1509.1,1478,761,671,126,43,669,733,1.42,0.257
M Parnell,P,123,75,3.5,289,232,113,20,10,--,1752.2,1715,797,682,104,28,758,732,1.41,0.257
M Smithson,P,76,86,4.59,240,204,41,6,2,2,1356.1,1473,745,691,168,73,383,731,1.37,0.277
F Kitson,P,129,118,3.18,304,250,211,19,7,--,2221.2,2331,1087,784,52,81,491,731,1.27,0.27
S Gray,P,111,115,4.18,379,231,101,16,22,--,1951.1,2196,1109,907,111,29,639,730,1.45,0.286
A Ottavino,P,38,34,3.43,599,3,0,0,33,71,626.1,535,255,239,59,35,274,729,1.29,0.232
J Brantley,P,43,46,3.39,615,18,0,0,172,178,859.1,754,348,324,105,27,366,728,1.3,0.237
M Clark,P,74,71,4.61,219,197,15,3,0,0,1246.1,1364,687,638,154,24,367,728,1.39,0.279
C Ferguson,P,99,64,2.67,183,170,165,13,4,--,1514.2,1402,793,450,42,11,290,728,1.12,1.199
G Staley,P,134,111,3.7,640,186,58,9,61,--,1981.2,2070,946,814,187,63,529,727,1.31,0.27
J Hesketh,P,60,47,3.78,339,114,4,2,21,21,961.2,947,469,404,85,9,378,726,1.38,0.259
F Killen,P,164,131,3.78,321,300,253,13,0,--,2511.1,2730,1571,1054,55,85,822,725,1.41,0.272
P Quantrill,P,68,78,3.83,841,64,1,1,21,45,1255.2,1442,601,534,112,45,336,725,1.42,0.292
T Phoebus,P,56,52,3.33,201,149,29,11,6,10,1030,888,427,381,85,19,489,725,1.34,0.233
R Betancourt,P,38,37,3.36,680,0,0,0,75,121,685.2,596,274,256,71,1,164,724,1.11,0.231
L Hendriks,P,31,34,3.81,471,44,1,0,115,139,645,614,305,273,76,19,158,724,1.2,0.248
B Hand,P,35,52,3.63,520,43,0,0,131,164,719.1,620,324,290,74,41,276,724,1.25,0.232
B Anderson,P,82,83,4.74,291,245,12,4,1,3,1547,1743,906,814,264,23,337,723,1.34,0.287
D Cox,P,74,75,3.64,278,174,21,5,8,8,1298,1292,602,525,102,19,432,723,1.33,0.263
B Woodruff,P,41,25,3.17,120,105,1,0,1,1,619.1,498,227,218,67,26,162,722,1.07,0.218
L Krausse,P,68,91,4,321,167,21,5,21,22,1283.2,1205,635,571,137,35,493,721,1.32,0.248
D Matsuzaka,P,56,43,4.45,158,132,1,0,1,2,790.1,721,406,391,85,45,387,720,1.4,0.242
T Zachary,P,186,191,3.73,533,408,186,24,22,--,3126.1,3580,1552,1296,119,41,914,720,1.44,0.294
J Affeldt,P,43,46,3.97,774,42,0,0,28,54,926,904,455,408,76,42,396,720,1.4,0.256
V Gregg,P,92,63,2.7,239,161,105,14,12,--,1393,1240,547,418,17,51,552,720,1.29,0.246
J Bouton,P,62,63,3.57,304,144,34,11,6,6,1238.2,1131,566,492,127,23,435,720,1.26,0.243
C Lefferts,P,58,72,3.43,696,45,1,0,101,101,1145.2,1108,490,436,120,11,322,719,1.25,0.257
D Davenport,P,73,83,2.93,259,186,96,18,12,--,1537,1399,641,501,22,40,521,719,1.25,0.247
E Crane,P,72,96,3.99,204,176,146,7,2,--,1550.1,1525,1190,688,51,58,885,719,1.55,0.263
E Cunningham,P,142,167,4.22,341,310,286,4,2,--,2726.2,3063,1938,1279,61,147,1064,718,1.51,0.277
E Gagne,P,33,26,3.47,402,48,0,0,187,204,643.2,518,268,248,76,33,226,718,1.16,0.219
F Toney,P,139,102,2.69,336,271,158,28,12,--,2206,2037,835,659,59,46,583,718,1.19,0.251
L Stange,P,62,61,3.56,359,125,32,8,21,23,1216,1172,553,481,142,16,344,718,1.25,0.252
K Foulke,P,41,37,3.33,619,8,0,0,191,223,786.2,652,300,291,94,44,194,718,1.08,0.223
T Gorzelanny,P,50,53,4.4,314,121,1,1,2,5,883.2,890,462,432,98,33,387,714,1.45,0.263
G Pipgras,P,102,73,4.09,276,189,93,16,12,--,1488.1,1529,801,676,66,33,598,714,1.43,0.266
H Iwakuma,P,63,39,3.42,150,136,1,1,2,2,883.2,825,352,336,115,15,185,714,1.14,0.247
B Lee,P,119,90,3.62,416,225,72,10,19,24,1944.1,2122,885,783,176,27,531,713,1.36,0.28
Z Davies,P,58,53,4.14,182,182,0,0,0,0,966,957,483,444,125,28,326,713,1.33,0.259
C McLish,P,92,92,4.02,352,209,57,5,6,--,1609,1685,825,718,164,27,552,713,1.39,0.27
C Hammond,P,66,62,4.14,441,136,5,3,3,15,1123.2,1163,572,517,105,31,387,712,1.38,0.269
J Taillon,P,51,35,3.85,144,144,3,1,0,0,791.2,769,356,339,98,26,194,712,1.22,0.253
T Van Poppel,P,40,52,5.58,359,98,2,1,4,9,907,944,587,562,143,22,461,711,1.55,0.269
M Belisle,P,52,58,4.32,693,44,1,0,14,47,928.2,1024,492,446,97,37,238,711,1.36,0.281
T Milone,P,53,52,4.6,196,146,2,0,3,3,944.1,1028,539,483,161,21,227,710,1.33,0.275
R Ford,P,99,71,2.59,199,170,126,15,9,--,1487.1,1340,595,428,44,34,376,710,1.15,0.243
H Brown,P,85,92,3.81,358,211,47,13,11,--,1680,1677,781,712,173,14,389,710,1.23,0.26
D Knowles,P,66,74,3.12,765,8,1,1,143,176,1092,1006,437,378,65,38,480,681,1.36,0.25
R Fisher,P,100,94,2.82,278,207,110,19,7,--,1755.2,1667,727,550,34,43,481,680,1.22,0.257
D Bird,P,73,60,3.99,432,100,8,3,60,64,1213.2,1273,590,538,122,22,297,680,1.29,0.273
T Armas,P,53,65,4.65,185,167,0,0,0,0,925.2,891,519,478,122,51,431,680,1.43,0.255
P Ragan,P,77,104,2.99,283,181,93,12,6,--,1608.1,1555,694,534,38,25,470,680,1.26,0.26
